image_path,has_repeating_patterns
./dataset/train/real/real_train_7500.jpg,False
./dataset/train/real/real_train_1045.jpg,True
./dataset/train/real/real_train_773.jpg,False
./dataset/train/real/real_train_3337.jpg,True
./dataset/train/real/real_train_571.jpg,True
./dataset/train/real/real_train_564.jpg,False
./dataset/train/real/real_train_4488.jpg,False
./dataset/train/real/real_train_3806.jpg,False
./dataset/train/real/real_train_3648.jpg,False
./dataset/train/real/real_train_436.jpg,False
./dataset/train/real/real_train_2402.jpg,False
./dataset/train/real/real_train_7537.jpg,True
./dataset/train/real/real_train_767.jpg,False
./dataset/train/real/real_train_2803.jpg,True
./dataset/train/real/real_train_3152.jpg,False
./dataset/train/real/real_train_6070.jpg,False
./dataset/train/real/real_train_499.jpg,False
./dataset/train/real/real_train_7212.jpg,True
./dataset/train/real/real_train_4993.jpg,False
./dataset/train/real/real_train_4753.jpg,True
./dataset/train/real/real_train_4917.jpg,False
./dataset/train/real/real_train_882.jpg,True
./dataset/train/real/real_train_6577.jpg,False
./dataset/train/real/real_train_2706.jpg,False
./dataset/train/real/real_train_5159.jpg,True
./dataset/train/real/real_train_1903.jpg,False
./dataset/train/real/real_train_6969.jpg,False
./dataset/train/real/real_train_857.jpg,False
./dataset/train/real/real_train_3821.jpg,False
./dataset/train/real/real_train_5321.jpg,False
./dataset/train/real/real_train_3392.jpg,False
./dataset/train/real/real_train_2916.jpg,False
./dataset/train/real/real_train_5802.jpg,False
./dataset/train/real/real_train_6341.jpg,False
./dataset/train/real/real_train_7573.jpg,False
./dataset/train/real/real_train_4675.jpg,False
./dataset/train/real/real_train_3631.jpg,True
./dataset/train/real/real_train_2337.jpg,False
./dataset/train/real/real_train_5105.jpg,True
./dataset/train/real/real_train_7514.jpg,False
./dataset/train/real/real_train_7959.jpg,False
./dataset/train/real/real_train_5034.jpg,False
./dataset/train/real/real_train_5716.jpg,False
./dataset/train/real/real_train_3180.jpg,False
./dataset/train/real/real_train_3614.jpg,False
./dataset/train/real/real_train_3085.jpg,True
./dataset/train/real/real_train_4577.jpg,False
./dataset/train/real/real_train_3776.jpg,True
./dataset/train/real/real_train_3775.jpg,True
./dataset/train/real/real_train_5879.jpg,True
./dataset/train/real/real_train_2571.jpg,False
./dataset/train/real/real_train_1710.jpg,False
./dataset/train/real/real_train_3309.jpg,False
./dataset/train/real/real_train_4439.jpg,True
./dataset/train/real/real_train_1624.jpg,True
./dataset/train/real/real_train_816.jpg,False
./dataset/train/real/real_train_510.jpg,False
./dataset/train/real/real_train_5688.jpg,False
./dataset/train/real/real_train_4294.jpg,False
./dataset/train/real/real_train_7929.jpg,True
./dataset/train/real/real_train_1115.jpg,False
./dataset/train/real/real_train_5450.jpg,True
./dataset/train/real/real_train_5785.jpg,False
./dataset/train/real/real_train_6079.jpg,False
./dataset/train/real/real_train_4850.jpg,True
./dataset/train/real/real_train_2204.jpg,False
./dataset/train/real/real_train_1136.jpg,False
./dataset/train/real/real_train_6223.jpg,True
./dataset/train/real/real_train_4960.jpg,False
./dataset/train/real/real_train_2199.jpg,True
./dataset/train/real/real_train_4040.jpg,True
./dataset/train/real/real_train_5469.jpg,False
./dataset/train/real/real_train_5511.jpg,True
./dataset/train/real/real_train_4280.jpg,True
./dataset/train/real/real_train_2959.jpg,True
./dataset/train/real/real_train_3570.jpg,False
./dataset/train/real/real_train_7800.jpg,True
./dataset/train/real/real_train_3608.jpg,False
./dataset/train/real/real_train_5515.jpg,True
./dataset/train/real/real_train_2958.jpg,False
./dataset/train/real/real_train_1479.jpg,True
./dataset/train/real/real_train_3285.jpg,False
./dataset/train/real/real_train_1192.jpg,False
./dataset/train/real/real_train_2121.jpg,True
./dataset/train/real/real_train_7194.jpg,True
./dataset/train/real/real_train_6097.jpg,False
./dataset/train/real/real_train_5604.jpg,False
./dataset/train/real/real_train_900.jpg,True
./dataset/train/real/real_train_6101.jpg,True
./dataset/train/real/real_train_7717.jpg,True
./dataset/train/real/real_train_918.jpg,True
./dataset/train/real/real_train_5348.jpg,False
./dataset/train/real/real_train_2213.jpg,False
./dataset/train/real/real_train_2774.jpg,False
./dataset/train/real/real_train_5762.jpg,True
./dataset/train/real/real_train_3458.jpg,False
./dataset/train/real/real_train_7835.jpg,True
./dataset/train/real/real_train_5512.jpg,False
./dataset/train/real/real_train_1084.jpg,True
./dataset/train/real/real_train_3728.jpg,False
./dataset/train/real/real_train_5458.jpg,True
./dataset/train/real/real_train_4034.jpg,False
./dataset/train/real/real_train_5683.jpg,False
./dataset/train/real/real_train_1850.jpg,True
./dataset/train/real/real_train_1166.jpg,False
./dataset/train/real/real_train_5979.jpg,True
./dataset/train/real/real_train_4269.jpg,True
./dataset/train/real/real_train_5007.jpg,False
./dataset/train/real/real_train_3295.jpg,False
./dataset/train/real/real_train_2645.jpg,True
./dataset/train/real/real_train_2345.jpg,False
./dataset/train/real/real_train_6766.jpg,False
./dataset/train/real/real_train_5248.jpg,True
./dataset/train/real/real_train_6369.jpg,False
./dataset/train/real/real_train_842.jpg,False
./dataset/train/real/real_train_6783.jpg,False
./dataset/train/real/real_train_1158.jpg,True
./dataset/train/real/real_train_1877.jpg,True
./dataset/train/real/real_train_6770.jpg,False
./dataset/train/real/real_train_5086.jpg,False
./dataset/train/real/real_train_6370.jpg,True
./dataset/train/real/real_train_6342.jpg,False
./dataset/train/real/real_train_1152.jpg,True
./dataset/train/real/real_train_6477.jpg,False
./dataset/train/real/real_train_3077.jpg,False
./dataset/train/real/real_train_2700.jpg,True
./dataset/train/real/real_train_6058.jpg,False
./dataset/train/real/real_train_3505.jpg,False
./dataset/train/real/real_train_6275.jpg,True
./dataset/train/real/real_train_4268.jpg,False
./dataset/train/real/real_train_601.jpg,True
./dataset/train/real/real_train_7640.jpg,False
./dataset/train/real/real_train_6570.jpg,True
./dataset/train/real/real_train_3297.jpg,False
./dataset/train/real/real_train_7830.jpg,False
./dataset/train/real/real_train_7475.jpg,False
./dataset/train/real/real_train_5912.jpg,False
./dataset/train/real/real_train_2606.jpg,False
./dataset/train/real/real_train_3730.jpg,False
./dataset/train/real/real_train_989.jpg,False
./dataset/train/real/real_train_7506.jpg,True
./dataset/train/real/real_train_5778.jpg,True
./dataset/train/real/real_train_6289.jpg,False
./dataset/train/real/real_train_5832.jpg,False
./dataset/train/real/real_train_6632.jpg,True
./dataset/train/real/real_train_6500.jpg,True
./dataset/train/real/real_train_44.jpg,False
./dataset/train/real/real_train_3151.jpg,False
./dataset/train/real/real_train_2718.jpg,True
./dataset/train/real/real_train_7876.jpg,True
./dataset/train/real/real_train_2714.jpg,False
./dataset/train/real/real_train_5082.jpg,True
./dataset/train/real/real_train_2366.jpg,True
./dataset/train/real/real_train_2604.jpg,True
./dataset/train/real/real_train_4565.jpg,False
./dataset/train/real/real_train_868.jpg,True
./dataset/train/real/real_train_736.jpg,False
./dataset/train/real/real_train_4523.jpg,False
./dataset/train/real/real_train_1870.jpg,False
./dataset/train/real/real_train_1486.jpg,False
./dataset/train/real/real_train_3815.jpg,True
./dataset/train/real/real_train_7561.jpg,False
./dataset/train/real/real_train_6360.jpg,True
./dataset/train/real/real_train_4484.jpg,False
./dataset/train/real/real_train_3539.jpg,False
./dataset/train/real/real_train_254.jpg,False
./dataset/train/real/real_train_4394.jpg,False
./dataset/train/real/real_train_1801.jpg,False
./dataset/train/real/real_train_6622.jpg,True
./dataset/train/real/real_train_2521.jpg,False
./dataset/train/real/real_train_1724.jpg,True
./dataset/train/real/real_train_7698.jpg,True
./dataset/train/real/real_train_5769.jpg,False
./dataset/train/real/real_train_6735.jpg,False
./dataset/train/real/real_train_353.jpg,True
./dataset/train/real/real_train_303.jpg,False
./dataset/train/real/real_train_1957.jpg,True
./dataset/train/real/real_train_4780.jpg,False
./dataset/train/real/real_train_315.jpg,False
./dataset/train/real/real_train_86.jpg,False
./dataset/train/real/real_train_3870.jpg,True
./dataset/train/real/real_train_7240.jpg,True
./dataset/train/real/real_train_2371.jpg,False
./dataset/train/real/real_train_5665.jpg,True
./dataset/train/real/real_train_6313.jpg,False
./dataset/train/real/real_train_1943.jpg,False
./dataset/train/real/real_train_5448.jpg,False
./dataset/train/real/real_train_6459.jpg,False
./dataset/train/real/real_train_2727.jpg,True
./dataset/train/real/real_train_2842.jpg,False
./dataset/train/real/real_train_5944.jpg,False
./dataset/train/real/real_train_3060.jpg,False
./dataset/train/real/real_train_2863.jpg,True
./dataset/train/real/real_train_3403.jpg,True
./dataset/train/real/real_train_4609.jpg,False
./dataset/train/real/real_train_2900.jpg,False
./dataset/train/real/real_train_1178.jpg,False
./dataset/train/real/real_train_5146.jpg,False
./dataset/train/real/real_train_3438.jpg,False
./dataset/train/real/real_train_3596.jpg,False
./dataset/train/real/real_train_4982.jpg,False
./dataset/train/real/real_train_3480.jpg,False
./dataset/train/real/real_train_3411.jpg,True
./dataset/train/real/real_train_5575.jpg,False
./dataset/train/real/real_train_5148.jpg,False
./dataset/train/real/real_train_3245.jpg,False
./dataset/train/real/real_train_5054.jpg,False
./dataset/train/real/real_train_6206.jpg,True
./dataset/train/real/real_train_4385.jpg,False
./dataset/train/real/real_train_6263.jpg,True
./dataset/train/real/real_train_4690.jpg,False
./dataset/train/real/real_train_340.jpg,False
./dataset/train/real/real_train_6999.jpg,False
./dataset/train/real/real_train_4340.jpg,False
./dataset/train/real/real_train_1203.jpg,True
./dataset/train/real/real_train_7795.jpg,True
./dataset/train/real/real_train_7857.jpg,False
./dataset/train/real/real_train_7562.jpg,True
./dataset/train/real/real_train_6588.jpg,False
./dataset/train/real/real_train_7547.jpg,True
./dataset/train/real/real_train_6532.jpg,False
./dataset/train/real/real_train_1255.jpg,False
./dataset/train/real/real_train_548.jpg,False
./dataset/train/real/real_train_4667.jpg,False
./dataset/train/real/real_train_129.jpg,False
./dataset/train/real/real_train_7885.jpg,False
./dataset/train/real/real_train_394.jpg,False
./dataset/train/real/real_train_7258.jpg,True
./dataset/train/real/real_train_1640.jpg,True
./dataset/train/real/real_train_5615.jpg,True
./dataset/train/real/real_train_27.jpg,False
./dataset/train/real/real_train_4322.jpg,False
./dataset/train/real/real_train_7619.jpg,True
./dataset/train/real/real_train_1913.jpg,True
./dataset/train/real/real_train_1140.jpg,True
./dataset/train/real/real_train_2529.jpg,False
./dataset/train/real/real_train_2425.jpg,False
./dataset/train/real/real_train_221.jpg,True
./dataset/train/real/real_train_2090.jpg,False
./dataset/train/real/real_train_4843.jpg,False
./dataset/train/real/real_train_4787.jpg,False
./dataset/train/real/real_train_1300.jpg,True
./dataset/train/real/real_train_4218.jpg,True
./dataset/train/real/real_train_7739.jpg,True
./dataset/train/real/real_train_40.jpg,False
./dataset/train/real/real_train_1772.jpg,False
./dataset/train/real/real_train_2682.jpg,True
./dataset/train/real/real_train_7871.jpg,False
./dataset/train/real/real_train_6702.jpg,True
./dataset/train/real/real_train_2838.jpg,True
./dataset/train/real/real_train_7391.jpg,False
./dataset/train/real/real_train_2176.jpg,True
./dataset/train/real/real_train_5728.jpg,False
./dataset/train/real/real_train_1764.jpg,False
./dataset/train/real/real_train_35.jpg,False
./dataset/train/real/real_train_319.jpg,False
./dataset/train/real/real_train_2193.jpg,False
./dataset/train/real/real_train_5708.jpg,True
./dataset/train/real/real_train_7.jpg,True
./dataset/train/real/real_train_2104.jpg,False
./dataset/train/real/real_train_3305.jpg,False
./dataset/train/real/real_train_2565.jpg,False
./dataset/train/real/real_train_1847.jpg,False
./dataset/train/real/real_train_4934.jpg,False
./dataset/train/real/real_train_6630.jpg,False
./dataset/train/real/real_train_7940.jpg,True
./dataset/train/real/real_train_3369.jpg,False
./dataset/train/real/real_train_3179.jpg,False
./dataset/train/real/real_train_6384.jpg,False
./dataset/train/real/real_train_3547.jpg,False
./dataset/train/real/real_train_5935.jpg,False
./dataset/train/real/real_train_302.jpg,True
./dataset/train/real/real_train_2108.jpg,True
./dataset/train/real/real_train_1651.jpg,True
./dataset/train/real/real_train_5584.jpg,True
./dataset/train/real/real_train_4409.jpg,False
./dataset/train/real/real_train_7970.jpg,False
./dataset/train/real/real_train_5130.jpg,False
./dataset/train/real/real_train_1831.jpg,True
./dataset/train/real/real_train_3698.jpg,True
./dataset/train/real/real_train_4856.jpg,False
./dataset/train/real/real_train_5322.jpg,False
./dataset/train/real/real_train_7074.jpg,False
./dataset/train/real/real_train_4485.jpg,False
./dataset/train/real/real_train_4604.jpg,False
./dataset/train/real/real_train_6482.jpg,True
./dataset/train/real/real_train_6397.jpg,False
./dataset/train/real/real_train_1836.jpg,False
./dataset/train/real/real_train_5525.jpg,False
./dataset/train/real/real_train_4406.jpg,True
./dataset/train/real/real_train_4608.jpg,False
./dataset/train/real/real_train_4522.jpg,False
./dataset/train/real/real_train_1565.jpg,False
./dataset/train/real/real_train_6670.jpg,True
./dataset/train/real/real_train_1694.jpg,True
./dataset/train/real/real_train_6682.jpg,False
./dataset/train/real/real_train_1834.jpg,False
./dataset/train/real/real_train_4376.jpg,True
./dataset/train/real/real_train_7400.jpg,True
./dataset/train/real/real_train_1305.jpg,True
./dataset/train/real/real_train_3781.jpg,False
./dataset/train/real/real_train_5843.jpg,True
./dataset/train/real/real_train_544.jpg,True
./dataset/train/real/real_train_6729.jpg,False
./dataset/train/real/real_train_3312.jpg,False
./dataset/train/real/real_train_91.jpg,False
./dataset/train/real/real_train_3829.jpg,True
./dataset/train/real/real_train_6539.jpg,True
./dataset/train/real/real_train_7118.jpg,True
./dataset/train/real/real_train_1781.jpg,True
./dataset/train/real/real_train_7942.jpg,False
./dataset/train/real/real_train_3091.jpg,False
./dataset/train/real/real_train_3.jpg,True
./dataset/train/real/real_train_7401.jpg,False
./dataset/train/real/real_train_7304.jpg,True
./dataset/train/real/real_train_3406.jpg,False
./dataset/train/real/real_train_4736.jpg,False
./dataset/train/real/real_train_7350.jpg,False
./dataset/train/real/real_train_2541.jpg,False
./dataset/train/real/real_train_2629.jpg,True
./dataset/train/real/real_train_6420.jpg,True
./dataset/train/real/real_train_3005.jpg,False
./dataset/train/real/real_train_4536.jpg,True
./dataset/train/real/real_train_7994.jpg,False
./dataset/train/real/real_train_4056.jpg,False
./dataset/train/real/real_train_954.jpg,False
./dataset/train/real/real_train_4153.jpg,True
./dataset/train/real/real_train_4515.jpg,True
./dataset/train/real/real_train_10.jpg,False
./dataset/train/real/real_train_4410.jpg,True
./dataset/train/real/real_train_3319.jpg,True
./dataset/train/real/real_train_6884.jpg,False
./dataset/train/real/real_train_5065.jpg,True
./dataset/train/real/real_train_7569.jpg,False
./dataset/train/real/real_train_7737.jpg,False
./dataset/train/real/real_train_6915.jpg,True
./dataset/train/real/real_train_3989.jpg,True
./dataset/train/real/real_train_6715.jpg,False
./dataset/train/real/real_train_4429.jpg,False
./dataset/train/real/real_train_4071.jpg,False
./dataset/train/real/real_train_2647.jpg,True
./dataset/train/real/real_train_6093.jpg,True
./dataset/train/real/real_train_105.jpg,False
./dataset/train/real/real_train_2898.jpg,False
./dataset/train/real/real_train_4846.jpg,False
./dataset/train/real/real_train_6393.jpg,True
./dataset/train/real/real_train_7616.jpg,False
./dataset/train/real/real_train_3048.jpg,True
./dataset/train/real/real_train_983.jpg,False
./dataset/train/real/real_train_672.jpg,True
./dataset/train/real/real_train_6136.jpg,True
./dataset/train/real/real_train_533.jpg,True
./dataset/train/real/real_train_7648.jpg,True
./dataset/train/real/real_train_4130.jpg,True
./dataset/train/real/real_train_7822.jpg,True
./dataset/train/real/real_train_6988.jpg,False
./dataset/train/real/real_train_6855.jpg,False
./dataset/train/real/real_train_5760.jpg,False
./dataset/train/real/real_train_373.jpg,False
./dataset/train/real/real_train_534.jpg,False
./dataset/train/real/real_train_7826.jpg,True
./dataset/train/real/real_train_1571.jpg,True
./dataset/train/real/real_train_7016.jpg,False
./dataset/train/real/real_train_2265.jpg,False
./dataset/train/real/real_train_3964.jpg,True
./dataset/train/real/real_train_118.jpg,False
./dataset/train/real/real_train_2906.jpg,False
./dataset/train/real/real_train_2280.jpg,False
./dataset/train/real/real_train_1416.jpg,True
./dataset/train/real/real_train_4532.jpg,True
./dataset/train/real/real_train_5351.jpg,False
./dataset/train/real/real_train_5701.jpg,False
./dataset/train/real/real_train_1660.jpg,True
./dataset/train/real/real_train_2760.jpg,False
./dataset/train/real/real_train_3082.jpg,True
./dataset/train/real/real_train_1505.jpg,True
./dataset/train/real/real_train_2876.jpg,False
./dataset/train/real/real_train_6544.jpg,True
./dataset/train/real/real_train_6819.jpg,False
./dataset/train/real/real_train_133.jpg,True
./dataset/train/real/real_train_1442.jpg,True
./dataset/train/real/real_train_4388.jpg,True
./dataset/train/real/real_train_3634.jpg,True
./dataset/train/real/real_train_4474.jpg,True
./dataset/train/real/real_train_6575.jpg,False
./dataset/train/real/real_train_437.jpg,False
./dataset/train/real/real_train_4558.jpg,False
./dataset/train/real/real_train_1003.jpg,False
./dataset/train/real/real_train_4291.jpg,True
./dataset/train/real/real_train_3314.jpg,False
./dataset/train/real/real_train_7785.jpg,False
./dataset/train/real/real_train_4023.jpg,False
./dataset/train/real/real_train_1237.jpg,False
./dataset/train/real/real_train_1534.jpg,True
./dataset/train/real/real_train_4437.jpg,True
./dataset/train/real/real_train_3225.jpg,True
./dataset/train/real/real_train_2410.jpg,False
./dataset/train/real/real_train_1528.jpg,False
./dataset/train/real/real_train_165.jpg,False
./dataset/train/real/real_train_655.jpg,False
./dataset/train/real/real_train_4479.jpg,False
./dataset/train/real/real_train_5531.jpg,False
./dataset/train/real/real_train_6142.jpg,False
./dataset/train/real/real_train_2143.jpg,True
./dataset/train/real/real_train_1743.jpg,True
./dataset/train/real/real_train_3445.jpg,False
./dataset/train/real/real_train_2421.jpg,False
./dataset/train/real/real_train_5442.jpg,False
./dataset/train/real/real_train_5877.jpg,False
./dataset/train/real/real_train_7503.jpg,False
./dataset/train/real/real_train_6331.jpg,False
./dataset/train/real/real_train_2171.jpg,True
./dataset/train/real/real_train_5954.jpg,False
./dataset/train/real/real_train_3519.jpg,False
./dataset/train/real/real_train_6375.jpg,False
./dataset/train/real/real_train_4182.jpg,False
./dataset/train/real/real_train_4177.jpg,True
./dataset/train/real/real_train_5158.jpg,False
./dataset/train/real/real_train_7913.jpg,False
./dataset/train/real/real_train_5641.jpg,False
./dataset/train/real/real_train_7608.jpg,False
./dataset/train/real/real_train_7898.jpg,False
./dataset/train/real/real_train_2844.jpg,False
./dataset/train/real/real_train_7901.jpg,False
./dataset/train/real/real_train_4352.jpg,True
./dataset/train/real/real_train_3371.jpg,False
./dataset/train/real/real_train_4735.jpg,False
./dataset/train/real/real_train_3385.jpg,False
./dataset/train/real/real_train_3069.jpg,True
./dataset/train/real/real_train_4454.jpg,False
./dataset/train/real/real_train_6944.jpg,True
./dataset/train/real/real_train_3263.jpg,False
./dataset/train/real/real_train_2853.jpg,False
./dataset/train/real/real_train_875.jpg,False
./dataset/train/real/real_train_1816.jpg,False
./dataset/train/real/real_train_1647.jpg,False
./dataset/train/real/real_train_3052.jpg,False
./dataset/train/real/real_train_4027.jpg,False
./dataset/train/real/real_train_1063.jpg,True
./dataset/train/real/real_train_6808.jpg,True
./dataset/train/real/real_train_238.jpg,True
./dataset/train/real/real_train_483.jpg,False
./dataset/train/real/real_train_6970.jpg,False
./dataset/train/real/real_train_2919.jpg,False
./dataset/train/real/real_train_7642.jpg,False
./dataset/train/real/real_train_4217.jpg,False
./dataset/train/real/real_train_5439.jpg,True
./dataset/train/real/real_train_2994.jpg,False
./dataset/train/real/real_train_1087.jpg,True
./dataset/train/real/real_train_523.jpg,True
./dataset/train/real/real_train_1365.jpg,True
./dataset/train/real/real_train_5627.jpg,False
./dataset/train/real/real_train_1079.jpg,False
./dataset/train/real/real_train_2172.jpg,True
./dataset/train/real/real_train_4142.jpg,False
./dataset/train/real/real_train_3471.jpg,False
./dataset/train/real/real_train_3917.jpg,False
./dataset/train/real/real_train_1405.jpg,False
./dataset/train/real/real_train_6149.jpg,False
./dataset/train/real/real_train_6333.jpg,True
./dataset/train/real/real_train_1133.jpg,True
./dataset/train/real/real_train_6888.jpg,True
./dataset/train/real/real_train_5883.jpg,False
./dataset/train/real/real_train_5633.jpg,False
./dataset/train/real/real_train_4498.jpg,False
./dataset/train/real/real_train_3431.jpg,False
./dataset/train/real/real_train_4641.jpg,True
./dataset/train/real/real_train_1380.jpg,False
./dataset/train/real/real_train_821.jpg,False
./dataset/train/real/real_train_7031.jpg,True
./dataset/train/real/real_train_5717.jpg,False
./dataset/train/real/real_train_7446.jpg,False
./dataset/train/real/real_train_7051.jpg,True
./dataset/train/real/real_train_1993.jpg,False
./dataset/train/real/real_train_6278.jpg,True
./dataset/train/real/real_train_7821.jpg,True
./dataset/train/real/real_train_2298.jpg,True
./dataset/train/real/real_train_7251.jpg,True
./dataset/train/real/real_train_1619.jpg,True
./dataset/train/real/real_train_4603.jpg,False
./dataset/train/real/real_train_2797.jpg,True
./dataset/train/real/real_train_7781.jpg,False
./dataset/train/real/real_train_833.jpg,False
./dataset/train/real/real_train_3134.jpg,True
./dataset/train/real/real_train_1271.jpg,False
./dataset/train/real/real_train_606.jpg,True
./dataset/train/real/real_train_2723.jpg,False
./dataset/train/real/real_train_308.jpg,False
./dataset/train/real/real_train_2375.jpg,True
./dataset/train/real/real_train_3399.jpg,True
./dataset/train/real/real_train_2316.jpg,False
./dataset/train/real/real_train_1852.jpg,True
./dataset/train/real/real_train_3879.jpg,False
./dataset/train/real/real_train_425.jpg,True
./dataset/train/real/real_train_4205.jpg,False
./dataset/train/real/real_train_3097.jpg,True
./dataset/train/real/real_train_5251.jpg,True
./dataset/train/real/real_train_3688.jpg,True
./dataset/train/real/real_train_2360.jpg,True
./dataset/train/real/real_train_7971.jpg,False
./dataset/train/real/real_train_3590.jpg,False
./dataset/train/real/real_train_7379.jpg,False
./dataset/train/real/real_train_298.jpg,False
./dataset/train/real/real_train_2522.jpg,True
./dataset/train/real/real_train_6163.jpg,True
./dataset/train/real/real_train_7484.jpg,True
./dataset/train/real/real_train_3227.jpg,False
./dataset/train/real/real_train_4619.jpg,False
./dataset/train/real/real_train_754.jpg,False
./dataset/train/real/real_train_7662.jpg,False
./dataset/train/real/real_train_4666.jpg,True
./dataset/train/real/real_train_351.jpg,False
./dataset/train/real/real_train_3540.jpg,False
./dataset/train/real/real_train_262.jpg,True
./dataset/train/real/real_train_7542.jpg,False
./dataset/train/real/real_train_5855.jpg,True
./dataset/train/real/real_train_3729.jpg,False
./dataset/train/real/real_train_5957.jpg,False
./dataset/train/real/real_train_1329.jpg,False
./dataset/train/real/real_train_5862.jpg,False
./dataset/train/real/real_train_4949.jpg,False
./dataset/train/real/real_train_2194.jpg,True
./dataset/train/real/real_train_2043.jpg,True
./dataset/train/real/real_train_7667.jpg,False
./dataset/train/real/real_train_5183.jpg,False
./dataset/train/real/real_train_3645.jpg,False
./dataset/train/real/real_train_2405.jpg,False
./dataset/train/real/real_train_1848.jpg,True
./dataset/train/real/real_train_197.jpg,False
./dataset/train/real/real_train_2480.jpg,False
./dataset/train/real/real_train_5406.jpg,False
./dataset/train/real/real_train_3249.jpg,True
./dataset/train/real/real_train_7093.jpg,False
./dataset/train/real/real_train_428.jpg,False
./dataset/train/real/real_train_7522.jpg,False
./dataset/train/real/real_train_6489.jpg,True
./dataset/train/real/real_train_5302.jpg,False
./dataset/train/real/real_train_1637.jpg,False
./dataset/train/real/real_train_5929.jpg,False
./dataset/train/real/real_train_4276.jpg,True
./dataset/train/real/real_train_1961.jpg,True
./dataset/train/real/real_train_6121.jpg,False
./dataset/train/real/real_train_3205.jpg,False
./dataset/train/real/real_train_2823.jpg,True
./dataset/train/real/real_train_542.jpg,True
./dataset/train/real/real_train_6962.jpg,False
./dataset/train/real/real_train_2737.jpg,False
./dataset/train/real/real_train_7911.jpg,True
./dataset/train/real/real_train_4668.jpg,False
./dataset/train/real/real_train_5268.jpg,True
./dataset/train/real/real_train_1558.jpg,True
./dataset/train/real/real_train_7719.jpg,False
./dataset/train/real/real_train_3658.jpg,True
./dataset/train/real/real_train_7378.jpg,False
./dataset/train/real/real_train_897.jpg,False
